0    0
1    15.1582
2    13.7318
3    9.98636
4    9.39091
5    9.49727
6    9.05636
7    6.34636
8    6.43273
9    4.45091
10    6.80273
11    7.33545
12    6.30545
13    8.06455
14    11.8973
15    10.15
16    1.78273
17    0
