3    0.169408    0.0217151
5    0.140543    0.0147101
10    0.108902    0.00983325
30    0.0703229    0.00507319
50    0.0563625    0.00407349
70    0.0484028    0.00332496
100    0.0407975    0.00266886
150    0.0333329    0.00218182
